car_id,listed_date,city,brand,model,year,mileage_km,fuel_type,transmission,engine_l,owners_count,accident_history,condition,color,seller_type,service_records,warranty_months,price_sar
CR-70768,2026-06-26,Makkah,Kia,Sportage,2016,188232.0,Hybrid,Automatic,2.0,1,0,Excellent,,Auction,1,0,36900
CR-70769,2026-07-09,Tabuk,Mazda,CX-5,2015,200424.0,Petrol,Manual,2.0,3,0,Good,Black,Dealer,0,6,28100
CR-70770,2026-07-15,Dammam,Nissan,Altima,2013,239738.0,Petrol,Automatic,2.0,1,0,Good,Gray,Dealer,0,0,20300
CR-70771,2026-07-26,Abha,Kia,Sportage,2018,157313.0,Petrol,Automatic,2.5,2,0,Fair,Black,Dealer,0,0,39500
CR-70772,2026-07-14,Madinah,Nissan,Altima,2019,136926.0,Hybrid,Automatic,2.0,2,0,Excellent,White,Dealer,1,12,44600
CR-70773,2026-06-27,Tabuk,Kia,Cerato,2013,243885.0,Petrol,Manual,1.6,1,0,Excellent,White,Dealer,1,6,18000
CR-70774,2026-05-05,Abha,Kia,Sportage,2018,147227.0,Hybrid,Automatic,2.5,2,0,Good,Silver,Dealer,0,12,45600
CR-70775,2026-07-08,Tabuk,Ford,Explorer,2016,189666.0,Petrol,Automatic,3.0,4,0,Good,Gray,Dealer,1,0,57800
CR-70776,2026-06-19,Tabuk,Kia,Cerato,2016,,Petrol,Automatic,2.0,1,0,Excellent,White,Dealer,0,6,28800
CR-70777,2026-05-26,Abha,Kia,Sportage,2014,230573.0,Petrol,Automatic,,2,0,Fair,White,Private,1,0,20600
CR-70778,2026-05-08,Jeddah,Honda,Civic,2024,43282.0,Petrol,Automatic,1.5,3,0,Good,White,Dealer,0,0,63700
CR-70779,2026-07-21,Dammam,Honda,Civic,2016,197463.0,Petrol,Automatic,1.5,2,1,Excellent,Blue,Auction,1,0,19500
CR-70780,2026-05-16,Madinah,Hyundai,Sonata,2025,10565.0,Hybrid,Automatic,2.5,3,1,Excellent,Black,Private,1,6,74500
CR-70781,2026-07-01,Khobar,Nissan,Patrol,2020,125157.0,Petrol,Automatic,4.0,1,0,Good,White,Dealer,1,6,176000
CR-70782,2026-04-04,Riyadh,Ford,Explorer,2013,237841.0,Petrol,Automatic,3.0,1,0,Good,White,Dealer,0,0,44500
CR-70783,2026-06-13,Tabuk,Toyota,Hilux,2022,77965.0,Petrol,Automatic,2.4,1,0,Excellent,Gray,Dealer,1,6,98500
CR-70784,2026-04-14,Khobar,Hyundai,Elantra,2018,132814.0,Petrol,Automatic,1.6,1,0,Excellent,White,Dealer,0,0,33500
CR-70785,2026-04-24,Madinah,Hyundai,Sonata,2012,263700.0,Petrol,Automatic,2.5,4,0,Good,Silver,Private,1,6,18000
CR-70786,2026-05-15,Abha,Hyundai,Elantra,2015,203264.0,Petrol,Automatic,2.0,1,1,Good,Blue,Private,1,0,18000
CR-70787,2026-06-26,Makkah,Toyota,Corolla,2013,242097.0,Petrol,Automatic,1.6,2,0,Good,Silver,Private,0,12,18000
CR-70788,2026-05-02,Jeddah,Chevrolet,Tahoe,2024,17332.0,Diesel,Automatic,5.3,1,0,Good,Red,Dealer,1,12,255000
CR-70789,2026-05-26,Tabuk,GMC,Yukon,2025,34358.0,Petrol,Automatic,5.3,1,0,Good,White,Dealer,0,6,280600
CR-70790,2026-07-05,Makkah,BMW,5 Series,2014,241311.0,Hybrid,Automatic,2.0,1,1,Excellent,Silver,Dealer,1,6,62200
CR-70791,2026-05-22,Khobar,Nissan,Patrol,2016,174392.0,Petrol,Automatic,5.6,1,0,Fair,Blue,Private,0,0,99700
CR-70792,2026-06-18,Khobar,Mercedes-Benz,E-Class,2015,211909.0,Petrol,Manual,3.0,2,1,Fair,White,Dealer,0,0,56000
CR-70793,2026-05-29,Jeddah,Toyota,Land Cruiser,2023,58948.0,Petrol,Automatic,3.5,2,1,Excellent,Black,Dealer,0,0,224800
CR-70794,2026-05-26,Madinah,Honda,Accord,2014,213264.0,Petrol,Manual,2.0,3,0,Good,White,Dealer,1,24,24100
CR-70795,2026-07-16,Makkah,Hyundai,Sonata,2016,169725.0,Petrol,Automatic,2.0,1,0,Good,Silver,Private,0,6,31500
CR-70796,2026-07-06,Riyadh,Toyota,Camry,2020,100233.0,Petrol,Automatic,2.0,1,0,Excellent,White,Private,1,0,80900
CR-70797,2026-06-24,Jeddah,BMW,5 Series,2022,42017.0,Petrol,Automatic,2.0,3,0,Good,Gray,Auction,1,0,172700
CR-70798,2026-06-11,Dammam,Hyundai,Tucson,2025,29823.0,Petrol,Automatic,2.0,3,0,Excellent,White,Dealer,1,0,101100
CR-70799,2026-06-22,Jeddah,Nissan,Altima,2020,124372.0,Petrol,Automatic,2.5,3,0,Fair,Black,Private,1,6,38200
CR-70800,2026-05-06,Riyadh,Toyota,Camry,2019,118175.0,Petrol,Automatic,2.0,2,0,Excellent,White,Dealer,1,24,72600
CR-70801,2026-06-23,Tabuk,Chevrolet,Malibu,2016,168001.0,Hybrid,Automatic,1.5,2,1,Good,Black,Dealer,1,0,24500
CR-70802,2026-07-15,Tabuk,BMW,5 Series,2017,192828.0,Petrol,Automatic,3.0,2,1,Good,Black,Dealer,0,0,73700
CR-70803,2026-07-01,Makkah,Honda,Accord,2024,50638.0,Hybrid,Manual,2.0,1,0,Excellent,White,Auction,1,6,89200
CR-70804,2026-07-14,Riyadh,Hyundai,Sonata,2021,81190.0,Petrol,Automatic,2.5,3,1,Good,Red,Private,0,24,43500
CR-70805,2026-06-21,Khobar,Kia,Cerato,2017,161432.0,Petrol,Automatic,1.6,2,0,Fair,Gray,Dealer,1,0,26800
CR-70806,2026-04-23,Madinah,Hyundai,Sonata,2022,80591.0,Petrol,Automatic,2.0,2,0,Good,Silver,Dealer,1,6,58100
CR-70807,2026-07-08,Dammam,Toyota,Hilux,2022,63116.0,Petrol,Automatic,2.8,2,0,Excellent,White,Dealer,1,12,98100
CR-70808,2026-04-23,Jeddah,Toyota,Land Cruiser,2024,28890.0,Petrol,Manual,4.0,2,0,Fair,,Dealer,1,0,243500
CR-70809,2026-07-06,Madinah,Kia,Sportage,2013,237906.0,Hybrid,Automatic,,2,0,Excellent,Gray,Auction,1,6,23700
CR-70810,2026-07-07,Khobar,Kia,Cerato,2016,192960.0,Hybrid,Automatic,1.6,1,0,Fair,White,Dealer,1,12,25700
CR-70811,2026-06-07,Abha,Honda,Civic,2018,125279.0,Petrol,Automatic,2.0,3,0,Excellent,Blue,Dealer,0,0,36800
CR-70812,2026-04-20,Khobar,BMW,5 Series,2013,241249.0,Petrol,Automatic,3.0,1,0,Good,White,Private,0,6,56300
CR-70813,2026-06-10,Madinah,Mazda,CX-5,2013,268249.0,Petrol,Automatic,2.5,1,0,Excellent,Gray,Private,0,0,23300
CR-70814,2026-07-26,Riyadh,Honda,Accord,2018,152977.0,Petrol,Automatic,1.5,3,0,Good,Black,Dealer,0,12,42300
CR-70815,2026-05-02,Makkah,Ford,Explorer,2019,118654.0,Petrol,Automatic,3.0,3,0,Good,Silver,Private,0,0,81400
CR-70816,2026-05-31,Abha,Mazda,CX-5,2015,198045.0,Petrol,Automatic,2.5,1,0,Excellent,Black,Dealer,1,12,38700
CR-70817,2026-05-05,Makkah,Toyota,Corolla,2024,46532.0,Hybrid,Automatic,2.0,1,1,Excellent,Black,Dealer,1,24,72900
CR-70818,2026-05-16,Khobar,Kia,Sportage,2024,37187.0,Petrol,Automatic,1.6,2,0,Excellent,White,Private,1,0,93300
CR-70819,2026-04-04,Tabuk,Nissan,Patrol,2012,247831.0,Diesel,Automatic,4.0,1,0,Excellent,Black,Private,1,24,58200
CR-70820,2026-07-09,Khobar,Toyota,Corolla,2024,59163.0,Hybrid,Automatic,1.6,2,0,Good,Black,Dealer,1,12,75300
CR-70821,2026-05-29,Riyadh,Hyundai,Sonata,2013,252589.0,Petrol,Automatic,2.5,2,0,Excellent,Black,Dealer,0,12,21800
CR-70822,2026-04-05,Jeddah,Honda,Civic,2015,206535.0,Petrol,Manual,1.5,1,0,Good,Red,Private,1,0,21200
CR-70823,2026-04-11,Tabuk,Nissan,Patrol,2012,249219.0,Petrol,Automatic,,3,0,Good,Silver,Dealer,1,0,60400
CR-70824,2026-06-08,Khobar,Toyota,Corolla,2017,173050.0,Petrol,Automatic,1.6,2,0,Excellent,White,Private,1,12,33300
CR-70825,2026-04-08,Tabuk,Nissan,Altima,2014,215258.0,Petrol,Automatic,2.5,2,0,Fair,Red,Private,1,0,18000
CR-70826,2026-07-23,Madinah,Chevrolet,Tahoe,2022,81312.0,Petrol,Automatic,6.2,1,0,Good,White,Private,1,0,196500
CR-70827,2026-06-10,Tabuk,Hyundai,Sonata,2017,174684.0,Petrol,Automatic,2.0,1,0,Good,Black,Private,0,0,32100
CR-70828,2026-06-20,Dammam,Toyota,Camry,2014,223318.0,Petrol,Automatic,2.0,1,0,Good,White,Dealer,1,6,33400
CR-70829,2026-06-29,Makkah,Chevrolet,Tahoe,2013,232676.0,Petrol,Automatic,5.3,4,0,Excellent,Red,Dealer,1,0,59500
CR-70830,2026-07-06,Madinah,Chevrolet,Malibu,2020,,Petrol,Automatic,1.5,1,0,Fair,Black,Dealer,1,0,39200
CR-70831,2026-05-20,Jeddah,BMW,5 Series,2018,150242.0,Petrol,Automatic,3.0,3,1,Excellent,Brown,Dealer,0,0,98100
CR-70832,2026-07-18,Dammam,Honda,Accord,2014,205981.0,Hybrid,Automatic,2.0,1,1,Excellent,White,Dealer,1,6,30000
CR-70833,2026-05-21,Dammam,Mazda,CX-5,2019,116361.0,Hybrid,Automatic,2.0,1,0,Excellent,Red,Dealer,1,24,69200
CR-70834,2026-05-13,Riyadh,Chevrolet,Malibu,2018,143743.0,Petrol,Automatic,1.5,2,0,Good,Gray,Dealer,1,24,34300
CR-70835,2026-05-05,Tabuk,Toyota,Land Cruiser,2013,250323.0,Petrol,Automatic,3.5,1,0,Fair,White,Private,0,6,60500
CR-70836,2026-05-22,Makkah,Kia,Sportage,2020,128860.0,Petrol,Automatic,1.6,1,1,Good,Black,Dealer,1,6,44800
CR-70837,2026-05-13,Tabuk,Nissan,Altima,2020,98413.0,Petrol,Automatic,2.0,3,1,Excellent,Blue,Private,1,12,34700
CR-70838,2026-05-21,,BMW,5 Series,2020,132666.0,Petrol,Automatic,2.0,1,0,Excellent,Black,Private,0,6,137800
CR-70839,2026-04-13,Tabuk,Nissan,Altima,2017,186425.0,Petrol,Automatic,2.5,1,0,Fair,White,Auction,1,0,22700
CR-70840,2026-05-13,Madinah,Chevrolet,Tahoe,2020,118359.0,Petrol,Automatic,5.3,3,0,Excellent,White,Auction,1,12,125300
CR-70841,2026-06-30,Madinah,Toyota,Hilux,2014,227761.0,Petrol,Automatic,2.8,1,0,Excellent,White,Dealer,1,6,35500
CR-70842,2026-07-20,Tabuk,Hyundai,Elantra,2023,63951.0,Petrol,Automatic,1.6,2,0,Fair,Gray,Private,1,6,45000
CR-70843,2026-06-07,Abha,Toyota,Camry,2025,26848.0,Petrol,Automatic,2.0,1,0,Excellent,Gray,Auction,1,0,110900
CR-70844,2026-06-19,Riyadh,Nissan,Patrol,2020,122811.0,Petrol,Automatic,5.6,1,0,Good,Silver,Dealer,0,0,170900
CR-70845,2026-04-25,Madinah,Hyundai,Sonata,2014,231157.0,Petrol,Automatic,2.0,2,0,Good,Black,Dealer,1,0,22400
CR-70846,2026-04-16,Makkah,Chevrolet,Malibu,2023,59886.0,Petrol,Automatic,1.5,1,0,Excellent,White,Auction,1,12,56600
CR-70847,2026-06-12,Khobar,Hyundai,Tucson,2024,44444.0,Petrol,Automatic,1.6,1,0,Good,White,Private,1,12,99500
CR-70848,2026-05-05,Makkah,GMC,Yukon,2021,,Petrol,Automatic,6.2,1,0,Excellent,Black,Private,1,6,188100
CR-70849,2026-04-23,Makkah,Honda,Civic,2019,125717.0,Petrol,Automatic,1.5,2,0,Excellent,White,Private,0,0,35200
CR-70850,2026-04-19,Dammam,Ford,Explorer,2016,182997.0,Petrol,Automatic,2.3,2,0,Excellent,White,Private,1,24,62400
CR-70851,2026-05-24,Dammam,Toyota,Corolla,2019,128495.0,Petrol,Manual,2.0,1,0,Fair,White,Dealer,0,0,33600
CR-70852,2026-04-26,Madinah,Honda,Civic,2018,158859.0,Petrol,Automatic,2.0,4,0,Excellent,White,Private,1,6,30000
CR-70853,2026-07-27,Abha,Toyota,Land Cruiser,2013,247437.0,Petrol,Manual,3.5,1,0,Excellent,Blue,Dealer,1,0,74500
CR-70854,2026-04-16,Makkah,Kia,Cerato,2019,151970.0,Petrol,Automatic,2.0,3,0,Excellent,White,Private,0,12,31600
CR-70855,2026-07-21,Riyadh,Hyundai,Sonata,2017,152303.0,Petrol,Automatic,2.0,1,0,Excellent,White,Private,1,0,38800
CR-70856,2026-06-02,Khobar,Hyundai,Elantra,2012,274830.0,Petrol,Automatic,1.6,1,0,Excellent,Black,Private,1,0,18000
CR-70857,2026-05-27,Jeddah,Chevrolet,Malibu,2013,227626.0,Petrol,Automatic,2.0,4,0,Excellent,,Private,0,0,18000
CR-70858,2026-07-16,Madinah,Kia,Sportage,2012,256884.0,Petrol,Automatic,2.5,1,0,Good,Blue,Auction,0,6,19800
CR-70859,2026-04-30,Khobar,Mercedes-Benz,E-Class,2017,179023.0,Petrol,Automatic,2.0,3,1,Fair,White,Private,1,24,68900
CR-70860,2026-07-15,Tabuk,Toyota,Land Cruiser,2018,159173.0,Diesel,Automatic,3.5,3,0,Good,White,Dealer,0,12,131500
CR-70861,2026-05-28,Makkah,Toyota,Camry,2017,150753.0,Petrol,Automatic,2.5,1,0,Good,Gray,Private,0,0,51700
CR-70862,2026-06-10,Madinah,Kia,Sportage,2018,154566.0,Hybrid,Automatic,2.5,1,0,Good,Gray,Private,1,12,48900
CR-70863,2026-06-08,Makkah,Kia,Sportage,2023,41019.0,Petrol,Automatic,1.6,4,1,Fair,White,Dealer,1,0,57000
CR-70864,2026-04-18,Riyadh,Ford,Explorer,2013,253089.0,Petrol,Automatic,3.0,3,0,Good,Black,Private,1,0,37900
CR-70865,2026-06-17,Jeddah,Hyundai,Elantra,2012,239416.0,Petrol,Automatic,1.6,2,1,Excellent,Black,Private,1,6,18000
CR-70866,2026-05-14,Makkah,Kia,Cerato,2014,216924.0,Petrol,Automatic,1.6,1,0,Excellent,White,Dealer,1,0,22500
CR-70867,2026-05-02,Abha,Chevrolet,Malibu,2017,171466.0,Petrol,Automatic,1.5,1,0,Good,White,Dealer,1,0,28100
CR-70868,2026-04-09,Tabuk,Honda,Accord,2024,48506.0,Petrol,Automatic,1.5,1,0,Good,Silver,Dealer,1,24,99700
CR-70869,2026-06-27,Abha,Nissan,Patrol,2013,246794.0,Petrol,Automatic,5.6,2,0,Excellent,Brown,Dealer,0,12,65500
CR-70870,2026-04-13,Khobar,Ford,Explorer,2024,43142.0,Petrol,Automatic,3.0,2,1,Fair,Black,Dealer,0,0,119500
CR-70871,2026-05-13,Jeddah,Hyundai,Elantra,2017,181884.0,Petrol,Automatic,,1,0,Fair,,Private,1,0,22000
CR-70872,2026-06-16,Riyadh,Chevrolet,Tahoe,2023,48788.0,Petrol,Automatic,5.3,3,1,Good,Gray,Private,1,24,169500
CR-70873,2026-07-14,Abha,Mazda,CX-5,2016,195593.0,Petrol,Automatic,2.5,2,0,Excellent,Blue,Dealer,1,0,36100
CR-70874,2026-06-16,Jeddah,Honda,Civic,2016,180103.0,Hybrid,Automatic,2.0,4,0,Good,White,Dealer,0,0,25500
CR-70875,2026-04-29,Makkah,Chevrolet,Tahoe,2025,46300.0,Petrol,Automatic,6.2,1,0,Good,Black,Private,1,0,238100
CR-70876,2026-07-05,Tabuk,GMC,Yukon,2025,46658.0,Petrol,Manual,6.2,2,0,Excellent,Blue,Dealer,0,0,239900
CR-70877,2026-05-07,Abha,Nissan,Altima,2019,136520.0,Petrol,Automatic,2.0,1,0,Excellent,Black,Dealer,0,6,44800
CR-70878,2026-06-09,Dammam,Kia,Sportage,2022,100443.0,Petrol,Automatic,1.6,1,0,Fair,White,Dealer,1,6,59800
CR-70879,2026-04-12,Makkah,Mazda,CX-5,2025,20591.0,Petrol,Automatic,2.0,3,0,Good,Black,Dealer,1,0,98100
CR-70880,2026-06-17,Tabuk,Mercedes-Benz,E-Class,2022,80358.0,Petrol,Automatic,3.0,1,0,Fair,White,Dealer,1,12,185800
CR-70881,2026-05-10,Abha,Honda,Accord,2025,20011.0,Petrol,Automatic,1.5,1,0,Excellent,,Dealer,1,12,108800
CR-70882,2026-07-30,Khobar,Mercedes-Benz,E-Class,2017,180567.0,Petrol,Automatic,2.0,2,0,Excellent,Silver,Private,1,0,108400
CR-70883,2026-07-02,Dammam,Toyota,Camry,2022,68288.0,Petrol,Automatic,2.5,1,0,Excellent,Red,Auction,1,0,86100
CR-70884,2026-06-06,Riyadh,Hyundai,Sonata,2014,226360.0,Hybrid,Automatic,2.5,1,0,Excellent,Blue,Dealer,1,24,28200
CR-70885,2026-05-10,Dammam,Toyota,Corolla,2018,137219.0,Petrol,Manual,1.8,2,0,Good,White,Dealer,1,12,36800
CR-70886,2026-04-09,Jeddah,Honda,Accord,2019,141059.0,Diesel,Automatic,2.0,2,0,Excellent,Black,Dealer,1,12,54900
CR-70887,2026-06-10,Madinah,Chevrolet,Tahoe,2022,106707.0,Petrol,Automatic,6.2,4,0,Good,Black,Dealer,1,0,161700
CR-70888,2026-04-23,Jeddah,Chevrolet,Malibu,2020,100655.0,Petrol,Automatic,2.0,4,0,Fair,Black,Dealer,1,0,34800
CR-70889,2026-05-24,Madinah,Nissan,Patrol,2023,72900.0,Petrol,Manual,5.6,1,1,Good,White,Dealer,1,0,178300
CR-70890,2026-04-13,Khobar,Ford,Explorer,2018,171963.0,Petrol,Manual,2.3,1,0,Excellent,Red,Dealer,1,0,78700
CR-70891,2026-05-11,,Nissan,Patrol,2012,267689.0,Petrol,Manual,5.6,2,0,Good,Black,Dealer,0,12,56200
CR-70892,2026-07-24,Jeddah,Ford,Explorer,2022,77882.0,Petrol,Automatic,2.3,1,0,Good,Black,Dealer,1,0,145200
CR-70893,2026-07-12,Madinah,GMC,Yukon,2024,49394.0,Petrol,Automatic,6.2,2,0,Good,Silver,Dealer,1,24,258200
CR-70894,2026-06-29,Abha,Mercedes-Benz,E-Class,2023,41596.0,Petrol,Automatic,3.0,1,0,Good,White,Dealer,0,6,237700
CR-70895,2026-04-24,Dammam,BMW,5 Series,2017,152401.0,Petrol,Automatic,2.0,2,0,Good,Gray,Dealer,1,0,111600
CR-70896,2026-05-01,Abha,Kia,Sportage,2019,126838.0,Petrol,Automatic,2.0,4,1,Fair,White,Private,1,12,30900
CR-70897,2026-06-08,Jeddah,Hyundai,Sonata,2016,190124.0,Petrol,Automatic,2.0,3,0,Excellent,Black,Private,1,24,29300
CR-70898,2026-05-14,Abha,Honda,Civic,2017,164888.0,Petrol,Manual,2.0,3,0,Good,White,Private,1,0,23700
CR-70899,2026-07-01,Tabuk,Hyundai,Tucson,2023,56524.0,Petrol,Automatic,1.6,2,0,Excellent,Gray,Auction,0,0,75100
CR-70900,2026-05-27,Tabuk,Mazda,CX-5,2023,57223.0,Hybrid,Automatic,2.5,2,0,Good,Silver,Private,1,0,81400
CR-70901,2026-04-17,Riyadh,Hyundai,Elantra,2020,109520.0,Petrol,Automatic,1.6,2,0,Fair,White,Private,1,24,34700
CR-70902,2026-07-30,Riyadh,Toyota,Camry,2012,241456.0,Hybrid,Automatic,2.5,2,0,Good,White,Private,1,0,25600
CR-70903,2026-07-23,Makkah,Toyota,Camry,2015,198811.0,Petrol,Automatic,2.5,1,0,Excellent,Gray,Private,1,0,39100
CR-70904,2026-07-12,Tabuk,Nissan,Patrol,2020,120782.0,Petrol,Automatic,5.6,1,0,Good,Black,Private,1,12,154700
CR-70905,2026-05-27,Jeddah,Toyota,Corolla,2016,180949.0,Petrol,Automatic,1.8,2,0,Excellent,White,Private,1,6,29700
CR-70906,2026-07-11,Jeddah,Hyundai,Tucson,2016,181901.0,Petrol,Automatic,1.6,2,0,Good,White,Dealer,1,12,39600
CR-70907,2026-07-31,Madinah,Hyundai,Elantra,2012,255886.0,Petrol,Automatic,,1,0,Fair,Red,Auction,1,0,18000
CR-70908,2026-04-14,Jeddah,Nissan,Patrol,2018,138561.0,Petrol,Automatic,4.0,2,0,Good,White,Auction,1,12,125900
CR-70909,2026-07-30,Tabuk,Mazda,CX-5,2023,64410.0,Petrol,Automatic,2.5,2,1,Excellent,White,Private,1,0,69800
CR-70910,2026-07-25,Riyadh,Toyota,Corolla,2021,121523.0,Petrol,Manual,1.6,3,0,Excellent,White,Dealer,1,0,44900
CR-70911,2026-05-05,Madinah,Hyundai,Tucson,2013,261614.0,Petrol,Manual,1.6,3,0,Good,Blue,Dealer,0,0,19400
CR-70912,2026-06-28,Makkah,Toyota,Corolla,2019,132979.0,Petrol,Automatic,1.6,1,0,Good,White,Dealer,0,0,43300
CR-70913,2026-05-05,Jeddah,Mercedes-Benz,E-Class,2014,229421.0,Petrol,Manual,3.0,2,0,Excellent,Silver,Private,1,12,63100
CR-70914,2026-04-23,Jeddah,Mazda,CX-5,2014,220382.0,Petrol,Automatic,2.0,3,0,Fair,Brown,Dealer,1,0,25600
CR-70915,2026-07-21,Dammam,Mercedes-Benz,E-Class,2021,80356.0,Hybrid,Automatic,2.0,2,0,Good,Brown,Dealer,0,0,179300
CR-70916,2026-05-23,Tabuk,BMW,5 Series,2023,60323.0,Petrol,Automatic,2.0,2,1,Good,Black,Private,0,12,145500
CR-70917,2026-06-20,Makkah,Honda,Accord,2023,58642.0,Hybrid,Automatic,1.5,3,0,Good,,Dealer,1,12,86900
CR-70918,2026-06-30,Dammam,Toyota,Land Cruiser,2012,267979.0,Petrol,Automatic,3.5,3,0,Excellent,White,Private,0,0,62300
CR-70919,2026-05-06,Madinah,Nissan,Altima,2025,26604.0,Petrol,Manual,2.5,1,1,Good,,Auction,1,12,53300
CR-70920,2026-07-08,Jeddah,Toyota,Hilux,2025,21336.0,Petrol,Automatic,2.4,3,0,Good,White,Dealer,1,0,127800
CR-70921,2026-07-29,Abha,Hyundai,Sonata,2017,185372.0,Petrol,Automatic,2.5,1,0,Excellent,White,Dealer,1,0,34500
CR-70922,2026-06-06,Dammam,Toyota,Hilux,2015,201396.0,Petrol,Automatic,2.4,1,0,Good,Silver,Dealer,0,12,41200
CR-70923,2026-06-01,Dammam,Hyundai,Elantra,2021,91949.0,Hybrid,Automatic,2.0,1,0,Good,Black,Dealer,1,12,48500
CR-70924,2026-05-28,Dammam,Chevrolet,Malibu,2014,222534.0,Petrol,Automatic,2.0,1,1,Excellent,White,Dealer,0,0,18000
CR-70925,2026-04-10,Madinah,BMW,5 Series,2017,176948.0,Petrol,Automatic,3.0,3,1,Fair,Gray,Dealer,0,6,64200
CR-70926,2026-06-18,Makkah,Kia,Sportage,2013,224585.0,Petrol,Automatic,2.0,3,0,Good,Silver,Dealer,1,0,23500
CR-70927,2026-06-01,Makkah,Mercedes-Benz,E-Class,2020,117953.0,Petrol,Automatic,3.0,2,0,Good,Gray,Private,1,0,144300
CR-70928,2026-07-27,Makkah,GMC,Yukon,2022,84449.0,Diesel,Automatic,5.3,3,0,Excellent,Blue,Dealer,0,0,197100
CR-70929,2026-06-12,Abha,Toyota,Hilux,2024,54785.0,Petrol,Automatic,2.8,1,1,Excellent,Silver,Private,1,12,93500
CR-70930,2026-05-10,Madinah,Chevrolet,Tahoe,2024,32911.0,Petrol,Automatic,6.2,1,0,Good,Black,Private,0,0,222800
CR-70931,2026-07-29,Madinah,Hyundai,Elantra,2024,56856.0,Petrol,Automatic,2.0,1,1,Excellent,Red,Private,0,0,47900
CR-70932,2026-04-19,Madinah,Hyundai,Sonata,2021,81158.0,Hybrid,Automatic,2.0,3,0,Good,White,Private,0,0,53800
CR-70933,2026-04-27,Tabuk,Hyundai,Elantra,2015,207159.0,Petrol,Automatic,1.6,1,0,Good,Black,Dealer,1,24,22000
CR-70934,2026-06-10,Tabuk,Chevrolet,Tahoe,2021,106583.0,Hybrid,Automatic,6.2,1,0,Excellent,White,Private,1,12,183700
CR-70935,2026-07-19,Madinah,Toyota,Land Cruiser,2018,162876.0,Petrol,Automatic,4.0,1,1,Fair,Blue,Private,1,6,101700
CR-70936,2026-07-12,Madinah,Mazda,CX-5,2014,209607.0,Petrol,Automatic,2.5,3,0,Good,Silver,Private,1,0,27200
CR-70937,2026-05-15,Abha,Honda,Civic,2013,235164.0,Petrol,Automatic,2.0,1,0,Fair,Gray,Dealer,1,0,18000
CR-70938,2026-08-01,Tabuk,Toyota,Land Cruiser,2022,73758.0,Petrol,Automatic,4.0,2,0,Excellent,Blue,Private,0,0,223400
CR-70939,2026-07-19,Riyadh,Mazda,CX-5,2023,47027.0,Petrol,Manual,2.5,3,0,Good,White,Private,1,0,79300
CR-70940,2026-05-28,Abha,Ford,Explorer,2014,225596.0,Petrol,Automatic,2.3,2,0,Good,Blue,Dealer,0,0,46900
CR-70941,2026-06-15,Dammam,Hyundai,Tucson,2018,144676.0,Hybrid,Automatic,2.0,2,1,Good,Blue,Dealer,0,12,43600
CR-70942,2026-07-13,Makkah,Mercedes-Benz,E-Class,2018,,Petrol,Automatic,2.0,3,0,Good,White,Dealer,1,0,111300
CR-70943,2026-07-29,Makkah,Nissan,Altima,2020,127343.0,Petrol,Automatic,2.5,4,0,Excellent,White,Dealer,1,0,45200
CR-70944,2026-05-27,Makkah,Hyundai,Sonata,2023,64466.0,Petrol,Automatic,2.5,3,0,Good,White,Private,1,6,61400
CR-70945,2026-07-03,Dammam,Chevrolet,Malibu,2018,152262.0,Petrol,Manual,2.0,1,0,Good,Gray,Private,1,0,29000
CR-70946,2026-07-04,Riyadh,Chevrolet,Malibu,2014,219579.0,Petrol,Manual,2.0,2,0,Good,White,Dealer,1,0,18300
CR-70947,2026-04-23,Khobar,Honda,Accord,2020,107566.0,Petrol,Automatic,2.0,1,0,Good,Black,Dealer,1,0,61600
CR-70948,2026-05-04,Tabuk,Chevrolet,Malibu,2012,259533.0,Petrol,Automatic,1.5,3,0,Excellent,Blue,Private,0,24,18000
CR-70949,2026-07-17,Dammam,Toyota,Camry,2019,128269.0,Petrol,Automatic,2.0,2,0,Excellent,Red,Private,1,0,60100
CR-70950,2026-05-01,Madinah,Mazda,CX-5,2019,136755.0,Petrol,Automatic,2.0,1,0,Good,Silver,Auction,1,24,49400
CR-70951,2026-04-24,Makkah,Ford,Explorer,2015,191311.0,Petrol,Automatic,2.3,2,0,Excellent,White,Dealer,1,12,61700
CR-70952,2026-04-23,Makkah,Nissan,Patrol,2014,203865.0,Petrol,Automatic,4.0,3,1,Fair,,Private,1,6,54800
CR-70953,2026-07-25,,BMW,5 Series,2015,178438.0,Petrol,Automatic,2.0,1,0,Excellent,White,Private,1,6,93200
CR-70954,2026-07-30,Jeddah,Mazda,CX-5,2024,,Hybrid,Manual,2.5,1,0,Good,Black,Dealer,1,0,112100
CR-70955,2026-06-04,Dammam,Hyundai,Tucson,2024,54208.0,Petrol,Automatic,1.6,2,0,Good,White,Dealer,1,0,88900
CR-70956,2026-07-19,Abha,Chevrolet,Malibu,2020,119190.0,Petrol,Automatic,2.0,2,0,Good,White,Private,1,0,39500
CR-70957,2026-06-23,Dammam,Kia,Cerato,2025,10315.0,Petrol,Automatic,1.6,2,0,Excellent,Black,Private,1,6,69000
CR-70958,2026-07-23,Dammam,Nissan,Patrol,2025,28153.0,Petrol,Automatic,4.0,3,0,Excellent,White,Auction,0,12,241000
CR-70959,2026-05-09,Jeddah,Chevrolet,Tahoe,2022,97608.0,Petrol,Automatic,6.2,2,1,Excellent,White,Auction,1,12,137900
